date,entries,Erstimpfungen 7-Tages-Schnitt
2021-12-16,4965,4199.29
2021-12-17,5210,4180.57
2021-12-18,3629,4169.57
2021-12-19,1080,4104.71
2021-12-20,4644,3903.86
2021-12-21,4597,3276.71
2021-12-22,4608,2760.86
2021-12-23,3559,2608.71
2021-12-24,820,2399.29
2021-12-25,18,2163.14
2021-12-26,15,1970.71
2021-12-27,3178,1798.0
2021-12-28,2944,1775.86
2021-12-29,3261,1774.86
2021-12-30,2350,1775.86
2021-12-31,665,1758.29
2022-01-01,11,1840.57
2022-01-02,22,2079.86
2022-01-03,3055,2290.14
2022-01-04,3520,2789.29
2022-01-05,4936,3596.86
2022-01-06,3822,3923.0
2022-01-07,4159,3968.43
2022-01-08,5664,3948.0
2022-01-09,2305,4159.0
2022-01-10,3373,4199.71
2022-01-11,3377,4122.71
2022-01-12,6413,4265.0
2022-01-13,4107,4317.29
2022-01-14,3620,4244.43
2022-01-15,6660,4236.71
2022-01-16,2671,4095.71
2022-01-17,2863,3989.0
2022-01-18,3323,3892.86
2022-01-19,5426,3485.71
2022-01-20,3360,3318.14
2022-01-21,2947,3167.43
2022-01-22,3810,2965.86
2022-01-23,1498,2642.14
2022-01-24,1808,2400.71
2022-01-25,1912,2219.0
2022-01-26,3160,1981.43
2022-01-27,1670,1816.0
2022-01-28,1675,1711.43
2022-01-29,2147,1561.0
2022-01-30,340,1347.57
2022-01-31,1076,1237.43
2022-02-01,859,1124.57
2022-02-02,1666,928.57
2022-02-03,899,896.29
2022-02-04,885,826.71
2022-02-05,775,775.29
2022-02-06,114,674.43
2022-02-07,589,616.0
2022-02-08,499,578.71
2022-02-09,960,539.71
2022-02-10,490,534.29
2022-02-11,624,498.71
2022-02-12,502,476.14
2022-02-13,76,418.0
2022-02-14,340,397.57
2022-02-15,341,351.0
2022-02-16,553,330.0
2022-02-17,347,323.43
2022-02-18,298,306.71
2022-02-19,355,283.43
2022-02-20,30,268.43
2022-02-21,223,253.86
2022-02-22,178,248.71
2022-02-23,448,230.0
2022-02-24,245,228.0
2022-02-25,262,220.14
2022-02-26,224,210.71
2022-02-27,16,197.71
2022-02-28,168,177.57
2022-03-01,112,169.43
2022-03-02,357,152.0
2022-03-03,104,152.43
2022-03-04,205,149.43
2022-03-05,102,149.71
2022-03-06,19,149.43
2022-03-07,147,151.0
2022-03-08,114,152.43
2022-03-09,355,155.71
2022-03-10,115,153.43
2022-03-11,215,147.71
2022-03-12,125,145.0
2022-03-13,3,139.71
2022-03-14,107,135.14
2022-03-15,95,129.86
2022-03-16,318,129.57
2022-03-17,83,129.14
2022-03-18,178,128.71
2022-03-19,123,124.43
2022-03-20,0,120.43
2022-03-21,104,123.14
2022-03-22,65,125.43
2022-03-23,290,121.14
2022-03-24,102,121.14
2022-03-25,194,122.29
2022-03-26,93,123.14
2022-03-27,0,126.14
2022-03-28,112,126.0
