,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
66,Weinfelden (Mittelthurgau),2022-08-21,3.2,-1.8,2022-03-05,1.8
67,Bellinzona (Giubiasco),2022-08-26,9.7,1.0,2022-03-22,1.0
68,Locarno (Foce Ticino),2022-08-26,19.7,7.9,2022-03-25,7.9
69,Locarno (Foce Maggia),2022-08-26,24.2,3.1,2022-03-22,3.1
70,Lugano,2022-08-25,16.6,-2.6,2022-03-13,2.6
71,Mendrisio (Rancate),2022-08-26,13.3,-0.2,2022-02-10,0.2
72,Chiasso (Vacallo),2022-08-26,18.1,2.3,2022-02-10,2.3
73,Bülach,2022-08-26,10.9,-3.2,2022-03-10,3.2
74,Lausanne (Vidy),2022-08-25,3.1,-6.3,2022-03-07,6.3
75,Morges,2022-08-25,13.7,5.0,2022-03-06,5.0
76,Commugny,2022-08-26,15.7,,2022-03-07,
77,Gland (Apec),2022-08-24,8.5,-2.4,2022-03-30,2.4
78,Nyon,,,,2022-03-28,
79,Grindelwald,2022-08-25,19.7,7.7,2022-07-11,7.7
80,Lauterbrunnen,2022-08-26,21.0,6.2,2022-02-10,6.2
81,Montreux/Pierrier,,,,2022-07-11,
82,Vevey (Aviron),2022-08-24,12.0,3.6,2022-03-05,3.6
83,Interlaken,2022-08-24,17.2,-3.3,2022-03-07,3.3
84,Yverdon,2022-08-26,27.0,0.8,2022-07-11,0.8
85,Colombier (La Saunerie),2022-08-18,14.4,9.8,2022-03-13,9.8
86,La-Chaux-de-Fonds,2022-08-18,1.4,0.9,2022-03-06,0.9
87,Neuchatel,2022-08-18,10.5,-4.5,2022-03-12,4.5
88,Satigny/Bois-de-Bay,,,,2022-03-21,
89,Thonex/Villette,,,,2022-03-25,
90,Aire,2022-08-25,26.4,6.6,2022-07-04,6.6
91,Laupen,2022-08-23,17.0,7.4,2022-03-12,7.4
92,Delemont (Sede),2022-08-26,7.3,0.9,2022-02-10,0.9
93,Porrentruy (Sepe),2022-08-24,19.2,1.6,2022-03-04,1.6
94,Biel,2022-08-25,8.0,2.3,2022-03-06,2.3
95,Saanen,2022-08-25,10.3,1.1,2022-03-08,1.1
96,Niederglatt (Fischb.-Gl.),2022-08-26,14.5,1.3,2022-07-11,1.3
97,Thunersee,2022-08-25,7.3,2.5,2022-03-08,2.5
98,Mittl. Emmental,2022-08-26,5.4,0.1,2022-03-05,0.1
