,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
76,Commugny,2022-08-13,14.0,-7.4,2022-03-07,7.4
77,Gland (Apec),2022-08-17,10.3,2.0,2022-03-30,2.0
78,Nyon,2022-08-12,11.5,,2022-03-28,
79,Grindelwald,2022-08-11,13.0,-15.8,2022-07-11,15.8
80,Lauterbrunnen,2022-08-18,16.2,-6.7,2022-02-10,6.7
81,Montreux/Pierrier,,,,2022-07-11,
82,Vevey (Aviron),2022-08-17,7.4,0.0,2022-03-05,0.0
83,Interlaken,2022-08-14,20.0,1.1,2022-03-07,1.1
84,Yverdon,2022-08-16,17.6,,2022-07-11,
85,Colombier (La Saunerie),2022-08-18,14.4,9.8,2022-03-13,9.8
86,La-Chaux-de-Fonds,2022-08-18,1.4,0.9,2022-03-06,0.9
87,Neuchatel,2022-08-18,10.5,-4.5,2022-03-12,4.5
88,Satigny/Bois-de-Bay,,,,2022-03-21,
89,Thonex/Villette,,,,2022-03-25,
90,Aire,2022-08-18,21.6,9.5,2022-07-04,9.5
91,Laupen,2022-08-18,10.7,2.1,2022-03-12,2.1
92,Delemont (Sede),2022-08-19,4.6,1.8,2022-02-10,1.8
93,Porrentruy (Sepe),2022-08-18,17.5,9.8,2022-03-04,9.8
94,Biel,2022-08-18,4.2,-0.7,2022-03-06,0.7
95,Saanen,2022-08-18,7.3,0.6,2022-03-08,0.6
96,Niederglatt (Fischb.-Gl.),2022-08-19,10.0,-4.3,2022-07-11,4.3
97,Thunersee,2022-08-18,5.1,-0.6,2022-03-08,0.6
98,Mittl. Emmental,2022-08-18,2.7,-1.0,2022-03-05,1.0
