,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
46,Region Bern,2022-07-08,11.2,-8.4,2022-02-10,8.4
47,Worblental,2022-07-07,53.8,33.5,2022-03-06,33.5
48,Oberengadin (S-Chanf),2022-07-06,92.4,36.5,2022-06-30,36.5
49,Davos (Gadenstatt),2022-07-06,49.4,5.5,2022-02-26,5.5
50,Chur,2022-06-30,18.3,2.3,2022-03-12,2.3
51,Arosa,2022-07-06,26.3,12.4,2022-04-09,12.4
52,Aarau,2022-07-04,4.7,-6.1,2022-03-08,6.1
53,Burgdorf,2022-07-06,0.0,-18.8,2022-03-31,18.8
54,Baden,2022-07-02,7.6,2.7,2022-03-08,2.7
55,Bremgarten,2022-07-04,13.1,-8.9,2022-03-14,8.9
56,Wohlen,2022-07-04,8.9,-1.3,2022-03-10,1.3
57,Moossee-Urtenenbach,2022-07-08,12.8,9.4,2022-03-07,9.4
58,Brugg,2022-07-02,4.2,,2022-03-07,
59,Reinach,,,,2022-03-10,
60,Kaisten,2022-07-02,13.2,10.0,2022-03-07,10.0
61,Lenzburg,2022-07-02,13.9,0.4,2022-03-08,0.4
62,Aarburg,2022-07-02,11.8,4.8,2022-03-07,4.8
63,Zofingen,2022-07-04,16.6,9.2,2022-03-10,9.2
64,"Hefenhofen (Aachtal, Moos)",2022-07-06,8.1,-1.7,2022-03-05,1.7
65,Frauenfeld,2022-07-03,12.7,0.5,2022-03-05,0.5
66,Weinfelden (Mittelthurgau),2022-07-08,32.5,18.2,2022-03-05,18.2
67,Bellinzona (Giubiasco),2022-07-08,36.0,-0.3,2022-03-22,0.3
68,Locarno (Foce Ticino),2022-07-08,53.1,-24.0,2022-03-25,24.0
69,Locarno (Foce Maggia),2022-07-08,57.2,-13.8,2022-03-22,13.8
70,Lugano,2022-06-30,37.2,8.8,2022-03-13,8.8
71,Mendrisio (Rancate),2022-07-08,80.0,30.4,2022-02-10,30.4
72,Chiasso (Vacallo),2022-07-08,100.0,60.2,2022-07-07,60.2
73,Bülach,2022-07-01,5.7,0.5,2022-03-10,0.5
74,Lausanne (Vidy),2022-07-08,60.2,11.9,2022-03-07,11.9
75,Morges,2022-07-07,35.1,15.3,2022-03-06,15.3
76,Commugny,2022-07-08,37.4,4.2,2022-03-07,4.2
77,Gland (Apec),2022-07-06,56.9,17.5,2022-03-30,17.5
78,Nyon,,,,2022-03-28,
79,Grindelwald,2022-07-01,100.0,27.6,2022-07-01,27.6
80,Lauterbrunnen,2022-06-29,50.5,14.6,2022-02-10,14.6
81,Montreux/Pierrier,2022-07-06,67.2,35.8,2022-03-09,35.8
82,Vevey (Aviron),2022-07-06,56.6,0.3,2022-03-05,0.3
83,Interlaken,2022-07-06,66.6,14.9,2022-03-07,14.9
84,Yverdon,2022-07-05,65.1,16.0,2022-04-01,16.0
85,Colombier (La Saunerie),2022-07-07,28.2,8.1,2022-03-13,8.1
86,La-Chaux-de-Fonds,2022-07-07,9.4,8.1,2022-03-06,8.1
87,Neuchatel,2022-07-07,90.7,46.5,2022-03-12,46.5
88,Satigny/Bois-de-Bay,,,,2022-03-25,
89,Thonex/Villette,,,,2022-03-25,
90,Aire,2022-06-30,100.0,33.0,2022-06-30,33.0
91,Laupen,2022-06-30,24.6,4.4,2022-03-12,4.4
92,Delemont (Sede),2022-07-08,10.7,2.5,2022-02-10,2.5
93,Porrentruy (Sepe),2022-07-05,27.4,-2.7,2022-03-04,2.7
94,Biel,2022-07-04,29.4,18.9,2022-03-06,18.9
95,Saanen,2022-07-07,0.0,-20.4,2022-03-08,20.4
96,Niederglatt (Fischb.-Gl.),2022-07-01,11.4,0.3,2022-03-21,0.3
97,Thunersee,2022-07-07,30.3,14.7,2022-03-08,14.7
98,Mittl. Emmental,2022-07-07,10.9,6.2,2022-03-05,6.2
