BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,kategorie_sieben_tage,Wappen
4303,Böttstein,3926.0,448.0,11,5,11.41110545084055,11.0,2.0,http://i.imgur.com/qhbXZHO.png
4124,Bözberg,1650.0,124.0,6,7,7.515151515151515,6.0,1.0,http://i.imgur.com/Z82TA8D.png
4094,Bözen,801.0,67.0,0-3,8,8.3645443196005,0.0,0.0,http://i.imgur.com/4vqxy3h.png
4229,Bünzen,1116.0,68.0,0-3,0-3,6.093189964157706,0.0,0.0,http://i.imgur.com/R25JhYh.png
4064,Büttikon,1015.0,106.0,5,6,10.44334975369458,5.0,1.0,http://i.imgur.com/ogYGHIu.png
4004,Densbüren,732.0,52.0,0-3,0-3,7.103825136612022,0.0,0.0,http://i.imgur.com/0PxOfpX.png
4231,Dietwil,1349.0,135.0,5,0-3,10.007412898443292,5.0,1.0,http://i.imgur.com/OzZ1nJd.png
4194,Dintikon,2273.0,225.0,0-3,0-3,9.898812142542896,0.0,0.0,http://i.imgur.com/lBAsq7b.png
4065,Dottikon,3904.0,517.0,21,11,13.242827868852459,21.0,2.0,http://i.imgur.com/0mUHtpT.png
4304,Döttingen,4181.0,497.0,20,11,11.887108347285338,20.0,2.0,http://i.imgur.com/vlYGFfx.png
4134,Dürrenäsch,1313.0,95.0,8,9,7.235338918507235,8.0,1.0,http://i.imgur.com/yvxFBnD.png
4096,Effingen,617.0,52.0,0-3,0-3,8.427876823338735,0.0,0.0,http://i.imgur.com/ZN8SrR2.png
4066,Eggenwil,1038.0,73.0,0-3,0-3,7.032755298651253,0.0,0.0,http://i.imgur.com/yYenINV.png
4195,Egliswil,1472.0,115.0,0-3,0-3,7.8125,0.0,0.0,http://i.imgur.com/vN2vVQd.png
4049,Ehrendingen,4849.0,415.0,21,14,8.558465663023304,21.0,2.0,http://i.imgur.com/fiW4ip1.png
4161,Eiken,2298.0,203.0,5,9,8.833768494342907,5.0,1.0,http://i.imgur.com/iCYKJYG.png
4097,Elfingen,296.0,,,,,,,http://i.imgur.com/Zf9aMeU.png
4305,Endingen,2567.0,223.0,11,15,8.687183482664588,11.0,2.0,http://i.imgur.com/n2YkuRe.png
4026,Ennetbaden,3507.0,285.0,24,14,8.126603934987168,24.0,2.0,http://i.imgur.com/wJOjCmh.png
4005,Erlinsbach,4327.0,371.0,39,5,8.574069794314768,39.0,3.0,http://i.imgur.com/Ih3L9IJ.png
4196,Fahrwangen,2310.0,219.0,13,8,9.480519480519481,13.0,2.0,http://i.imgur.com/zB6yFbf.png
4067,Fischbach-Göslikon,1663.0,156.0,0-3,4,9.380637402285027,0.0,0.0,http://i.imgur.com/mWTvWia.png
4306,Fisibach,526.0,49.0,5,0-3,9.315589353612168,5.0,1.0,http://i.imgur.com/yTT7fDF.png
4027,Fislisbach,5606.0,700.0,21,12,12.48662147698894,21.0,2.0,http://i.imgur.com/Nlv59so.png
4028,Freienwil,1053.0,94.0,0-3,0-3,8.92687559354226,0.0,0.0,http://i.imgur.com/nTfgkCY.png
4163,Frick,5584.0,598.0,33,13,10.70916905444126,33.0,3.0,http://i.imgur.com/vz4fzlu.png
4307,Full-Reuenthal,862.0,67.0,0-3,0-3,7.77262180974478,0.0,0.0,http://i.imgur.com/K5WG8LN.png
4164,Gansingen,1060.0,77.0,4,5,7.264150943396226,4.0,1.0,http://i.imgur.com/78jiI1Z.png
4029,Gebenstorf,5497.0,545.0,31,24,9.914498817536838,31.0,3.0,http://i.imgur.com/RxpsOVw.png
4232,Geltwil,214.0,,,,,,,http://i.imgur.com/QsJLNJe.png
4165,Gipf-Oberfrick,3722.0,216.0,14,8,5.803331542181623,14.0,2.0,http://i.imgur.com/xgSIKpN.png
4135,Gontenschwil,2137.0,168.0,7,7,7.861488067384183,7.0,1.0,http://i.imgur.com/Lclz6bM.png
4006,Gränichen,8039.0,747.0,37,17,9.29220052245304,37.0,3.0,http://i.imgur.com/CIdzMjH.png
4099,Habsburg,418.0,,,,,,,http://i.imgur.com/gdx3lLc.png
4197,Hallwil,902.0,73.0,9,0-3,8.093126385809313,9.0,1.0,http://i.imgur.com/HtG409v.png
4100,Hausen,3673.0,325.0,14,11,8.84835284508576,14.0,2.0,http://i.imgur.com/xX4VwmR.png
4251,Hellikon,783.0,61.0,0-3,0-3,7.790549169859514,0.0,0.0,http://i.imgur.com/J5RSMbU.png
4198,Hendschiken,1320.0,143.0,5,0-3,10.833333333333334,5.0,1.0,http://i.imgur.com/gWXFvm5.png
4166,Herznach,1560.0,152.0,13,4,9.743589743589745,13.0,2.0,http://i.imgur.com/MhJEcTa.png
4007,Hirschthal,1646.0,163.0,6,4,9.902794653705953,6.0,1.0,http://i.imgur.com/EukYYJT.png
4199,Holderbank,1382.0,173.0,13,0-3,12.51808972503618,13.0,2.0,http://i.imgur.com/qsnl5Dc.png
4136,Holziken,1494.0,123.0,8,5,8.23293172690763,8.0,1.0,http://i.imgur.com/UX2nmJk.png
4167,Hornussen,1005.0,97.0,0-3,0-3,9.65174129353234,0.0,0.0,http://i.imgur.com/lSP17BT.png
4200,Hunzenschwil,4106.0,457.0,14,5,11.130053580126644,14.0,2.0,http://i.imgur.com/Vqj6WIx.png
4068,Hägglingen,2478.0,218.0,28,16,8.797417271993544,28.0,2.0,http://i.imgur.com/yrhxWfN.png
4084,Islisberg,643.0,64.0,0-3,5,9.953343701399689,0.0,0.0,http://i.imgur.com/xKYZkne.png
4071,Jonen,2190.0,159.0,4,0-3,7.260273972602739,4.0,1.0,http://i.imgur.com/ECk8cce.png
4252,Kaiseraugst,5533.0,563.0,29,20,10.175311765769022,29.0,2.0,http://i.imgur.com/rTZ61AE.png
4308,Kaiserstuhl,419.0,,,,,,,http://i.imgur.com/M6tzgTf.png
4169,Kaisten,2685.0,252.0,10,5,9.385474860335195,10.0,1.0,http://i.imgur.com/k2OMcvS.png
4233,Kallern,399.0,,,,,,,http://i.imgur.com/xKNEKBa.png
4030,Killwangen,2050.0,224.0,6,11,10.926829268292684,6.0,1.0,http://i.imgur.com/1mK0CwS.png
4275,Kirchleerau,882.0,82.0,0-3,0-3,9.297052154195011,0.0,0.0,http://i.imgur.com/VUYTPz1.png
4309,Klingnau,3523.0,372.0,8,0-3,10.559182514902073,8.0,1.0,http://i.imgur.com/VoJQHvN.png
4310,Koblenz,1690.0,199.0,6,6,11.775147928994082,6.0,1.0,http://i.imgur.com/NUihGv5.png
4276,Kölliken,4561.0,474.0,7,8,10.392457794343347,7.0,1.0,http://i.imgur.com/82JAxdf.png
4031,Künten,1814.0,128.0,0-3,4,7.056229327453142,0.0,0.0,http://i.imgur.com/5mVDyI2.png
4008,Küttigen,6286.0,583.0,31,26,9.27457842825326,31.0,3.0,http://i.imgur.com/p524AOA.png
4170,Laufenburg,3668.0,433.0,24,20,11.804798255179936,24.0,2.0,http://i.imgur.com/0q2DzDX.png
4311,Leibstadt,1344.0,106.0,5,0-3,7.886904761904762,5.0,1.0,http://i.imgur.com/nDEg55x.png
4137,Leimbach,480.0,,,,,,,http://i.imgur.com/TX9Scww.png
4312,Lengnau,2768.0,293.0,7,9,10.585260115606937,7.0,1.0,http://i.imgur.com/jtVn2cE.png
4201,Lenzburg,10899.0,1029.0,31,25,9.441233140655106,31.0,3.0,http://i.imgur.com/hwKNDNt.png
4313,Leuggern,2166.0,188.0,5,6,8.679593721144968,5.0,1.0,http://i.imgur.com/jwxM3DD.png
4138,Leutwil,744.0,64.0,6,0-3,8.60215053763441,6.0,1.0,http://i.imgur.com/L9D6Thz.png
4104,Lupfig,3152.0,260.0,20,7,8.248730964467004,20.0,2.0,http://i.imgur.com/GsvlHnm.png
4253,Magden,3886.0,265.0,12,14,6.819351518270715,12.0,2.0,http://i.imgur.com/RjlsGjO.png
4105,Mandach,331.0,,,,,,,http://i.imgur.com/9A7gzrY.png
4202,Meisterschwanden,2937.0,244.0,15,12,8.307797071842016,15.0,2.0,http://i.imgur.com/5oMnSnx.png
4314,Mellikon,227.0,,,,,,,http://i.imgur.com/nxzSlN6.png
4033,Mellingen,5803.0,618.0,16,20,10.649663966913666,16.0,2.0,http://i.imgur.com/ygzUtMm.png
4139,Menziken,6507.0,863.0,56,60,13.262640233594592,56.0,4.0,http://i.imgur.com/uIpPosE.png
4234,Merenschwand,3680.0,353.0,17,9,9.592391304347826,17.0,2.0,http://i.imgur.com/VUV5NO6.png
4184,Mettauertal,2046.0,92.0,11,0-3,4.496578690127078,11.0,2.0,http://i.imgur.com/gALhRfi.png
4277,Moosleerau,893.0,84.0,8,0-3,9.40649496080627,8.0,1.0,http://i.imgur.com/tY7Fvn4.png
4009,Muhen,3939.0,383.0,33,15,9.723280020309723,33.0,3.0,http://i.imgur.com/bL0cP46.png
4255,Mumpf,1563.0,151.0,7,4,9.660908509277032,7.0,1.0,http://i.imgur.com/4FvMR7y.png
4279,Murgenthal,2997.0,329.0,7,19,10.977644310977643,7.0,1.0,http://i.imgur.com/vQIoXmy.png
4236,Muri,8244.0,791.0,31,9,9.594856865599223,31.0,3.0,http://i.imgur.com/djI91Qx.png
4032,Mägenwil,2128.0,229.0,0-3,0-3,10.761278195488721,0.0,0.0,http://i.imgur.com/i6P6JMV.png
4254,Möhlin,11060.0,1179.0,72,42,10.66003616636528,72.0,4.0,http://i.imgur.com/dODOirk.png
4106,Mönthal,398.0,,,,,,,http://i.imgur.com/Yxxsjjp.png
4203,Möriken-Wildegg,4491.0,448.0,19,9,9.975506568692943,19.0,2.0,http://i.imgur.com/0EUBHOL.png
4235,Mühlau,1210.0,83.0,5,4,6.859504132231405,5.0,1.0,http://i.imgur.com/RsXBeqQ.png
4107,Mülligen,1088.0,75.0,7,0-3,6.893382352941177,7.0,1.0,http://i.imgur.com/9f1bnFE.png
4172,Münchwilen,1003.0,75.0,0-3,4,7.477567298105684,0.0,0.0,http://i.imgur.com/28quAhM.png
4034,Neuenhof,8989.0,1125.0,33,30,12.515296473467572,33.0,3.0,http://i.imgur.com/yrqjhgc.png
4204,Niederlenz,4812.0,505.0,22,12,10.494596841230258,22.0,2.0,http://i.imgur.com/8PjOy30.png
4035,Niederrohrdorf,4195.0,389.0,32,16,9.272943980929679,32.0,3.0,http://i.imgur.com/FIcVun6.png
4072,Niederwil,2810.0,326.0,9,8,11.601423487544483,9.0,1.0,http://i.imgur.com/W6rKm9n.png
4010,Oberentfelden,8534.0,1012.0,33,20,11.858448558706352,33.0,3.0,http://i.imgur.com/eNr44Vb.png
4173,Oberhof,589.0,42.0,0-3,0-3,7.130730050933787,0.0,0.0,http://i.imgur.com/z0ORwr7.png
4140,Oberkulm,2736.0,272.0,11,4,9.941520467836257,11.0,2.0,http://i.imgur.com/P5AI07c.png
4073,Oberlunkhofen,2036.0,137.0,6,0-3,6.728880157170923,6.0,1.0,http://i.imgur.com/KcFNdhq.png
4256,Obermumpf,1051.0,78.0,0-3,5,7.421503330161751,0.0,0.0,http://i.imgur.com/lZjt1pO.png
4037,Oberrohrdorf,4046.0,348.0,13,19,8.601087493821058,13.0,2.0,http://i.imgur.com/9yN4UPe.png
4237,Oberrüti,1540.0,146.0,9,11,9.480519480519481,9.0,1.0,http://i.imgur.com/pRsDklD.png
4038,Obersiggenthal,8688.0,947.0,48,58,10.900092081031309,48.0,3.0,http://i.imgur.com/uJJH5dZ.png
4074,Oberwil-Lieli,2489.0,169.0,6,4,6.78987545198875,6.0,1.0,http://i.imgur.com/WgLIb5X.png
4175,Oeschgen,1066.0,54.0,0-3,0-3,5.065666041275797,0.0,0.0,http://i.imgur.com/A9axLHn.png
4280,Oftringen,14198.0,1708.0,64,83,12.029863361036766,64.0,4.0,http://i.imgur.com/yKfDk3D.png
4257,Olsberg,356.0,,,,,,,http://i.imgur.com/vmb4c6O.png
4205,Othmarsingen,2979.0,318.0,16,8,10.67472306143001,16.0,2.0,http://i.imgur.com/534vMUa.png
4141,Reinach,8824.0,1044.0,29,25,11.831368993653673,29.0,2.0,http://i.imgur.com/Iyt0GB9.png
4281,Reitnau,1523.0,122.0,9,6,8.010505581089953,9.0,1.0,http://i.imgur.com/yEt9ppb.png
4315,Rekingen,940.0,82.0,0-3,5,8.72340425531915,0.0,0.0,http://i.imgur.com/L3LxyZ0.png
4039,Remetschwil,2021.0,184.0,6,0-3,9.104403760514597,6.0,1.0,http://i.imgur.com/3bWmPXL.png
4110,Remigen,1328.0,77.0,0-3,0-3,5.798192771084337,0.0,0.0,http://i.imgur.com/U0CfL6R.png
4258,Rheinfelden,13480.0,1344.0,118,60,9.970326409495549,118.0,4.0,http://i.imgur.com/9BmdPBn.png
4316,Rietheim,722.0,70.0,0-3,0-3,9.695290858725762,0.0,0.0,http://i.imgur.com/GdFbyfK.png
4111,Riniken,1478.0,92.0,5,0-3,6.2246278755074425,5.0,1.0,http://i.imgur.com/0uuXfx7.png
4282,Rothrist,9206.0,1080.0,44,54,11.731479469910926,44.0,3.0,http://i.imgur.com/9SjdW5A.png
4238,Rottenschwil,890.0,67.0,5,0-3,7.528089887640449,5.0,1.0,http://i.imgur.com/H1UEchi.png
4075,Rudolfstetten-Friedlisberg,4550.0,479.0,28,20,10.527472527472527,28.0,2.0,http://i.imgur.com/0ovp26K.png
4206,Rupperswil,5537.0,547.0,34,18,9.878995846126061,34.0,3.0,http://i.imgur.com/Ltb4dWS.png
4112,Rüfenach,856.0,52.0,0-3,0-3,6.074766355140187,0.0,0.0,http://i.imgur.com/yan4Ctu.png
4317,Rümikon,333.0,,,,,,,http://i.imgur.com/yB4U0hv.png
4283,Safenwil,4050.0,366.0,14,13,9.037037037037036,14.0,2.0,http://i.imgur.com/f0W1g7a.png
4076,Sarmenstorf,2909.0,275.0,40,22,9.453420419388106,40.0,3.0,http://i.imgur.com/sZSmep6.png
4207,Schafisheim,2991.0,269.0,0-3,13,8.993647609495152,0.0,0.0,http://i.imgur.com/H3aMbia.png
4125,Schinznach,2300.0,187.0,4,4,8.130434782608695,4.0,1.0,http://i.imgur.com/QGZrvS1.png
4142,Schlossrued,818.0,66.0,0-3,0-3,8.06845965770171,0.0,0.0,http://i.imgur.com/qBWENd4.png
4143,Schmiedrued,1153.0,93.0,0-3,0-3,8.065915004336514,0.0,0.0,http://i.imgur.com/PwOUivA.png
4318,Schneisingen,1485.0,99.0,12,0-3,6.666666666666667,12.0,2.0,http://i.imgur.com/VRUk88K.png
4259,Schupfart,794.0,63.0,0-3,0-3,7.934508816120907,0.0,0.0,http://i.imgur.com/eMTBgqS.png
4176,Schwaderloch,704.0,57.0,0-3,0-3,8.096590909090908,0.0,0.0,http://i.imgur.com/NHfpFSM.png
4144,Schöftland,4462.0,499.0,18,33,11.183325862841775,18.0,2.0,http://i.imgur.com/9LgvZlg.png
4208,Seengen,4096.0,324.0,16,13,7.91015625,16.0,2.0,http://i.imgur.com/5Sg16Rz.png
4209,Seon,5210.0,600.0,35,31,11.516314779270633,35.0,3.0,http://i.imgur.com/cQJKG8S.png
4319,Siglistorf,649.0,79.0,5,0-3,12.172573189522343,5.0,1.0,http://i.imgur.com/npW0y0w.png
4239,Sins,4297.0,416.0,16,12,9.681172911333489,16.0,2.0,http://i.imgur.com/I3auIg0.png
4177,Sisseln,1597.0,155.0,10,6,9.705698184095178,10.0,1.0,http://i.imgur.com/7RvTKOe.png
4040,Spreitenbach,12146.0,1660.0,35,28,13.667050880948462,35.0,3.0,http://i.imgur.com/rTrCwxh.png
4284,Staffelbach,1314.0,118.0,5,5,8.980213089802131,5.0,1.0,http://i.imgur.com/3J4WNhu.png
4210,Staufen,3993.0,355.0,13,6,8.890558477335336,13.0,2.0,http://i.imgur.com/GQ3xIgp.png
4260,Stein,3146.0,311.0,9,9,9.885568976478067,9.0,1.0,http://i.imgur.com/3moofQ2.png
4041,Stetten,2213.0,206.0,7,6,9.308630817894262,7.0,1.0,http://i.imgur.com/Qeadgb2.png
4285,Strengelbach,4850.0,516.0,17,30,10.639175257731958,17.0,2.0,http://i.imgur.com/zvfHrHe.png
4012,Suhr,10512.0,1280.0,86,46,12.1765601217656,86.0,4.0,http://i.imgur.com/lcfdzfA.png
4320,Tegerfelden,1184.0,102.0,0-3,0-3,8.614864864864865,0.0,0.0,http://i.imgur.com/EVYOopQ.png
4145,Teufenthal,1669.0,95.0,4,0-3,5.692031156381066,4.0,1.0,http://i.imgur.com/NvOAkJh.png
4117,Thalheim,818.0,56.0,0-3,0-3,6.845965770171149,0.0,0.0,http://i.imgur.com/esL6zNk.png
4042,Turgi,2966.0,406.0,6,0-3,13.68846931894808,6.0,1.0,http://i.imgur.com/PzCWLUz.png
4077,Tägerig,1473.0,177.0,20,28,12.016293279022404,20.0,2.0,http://i.imgur.com/zvpZnBf.png
4179,Ueken,904.0,52.0,0-3,0-3,5.752212389380531,0.0,0.0,http://i.imgur.com/BVhtXoi.png
4286,Uerkheim,1368.0,127.0,0-3,4,9.283625730994153,0.0,0.0,http://i.imgur.com/Bkm3C1T.png
4078,Uezwil,496.0,,,,,,,http://i.imgur.com/guL4ZZO.png
4013,Unterentfelden,4275.0,455.0,16,6,10.64327485380117,16.0,2.0,http://i.imgur.com/YH3LS4D.png
4146,Unterkulm,3188.0,229.0,7,0-3,7.1831869510664985,7.0,1.0,http://i.imgur.com/BoM5cfD.png
4079,Unterlunkhofen,1499.0,97.0,4,0-3,6.470980653769179,4.0,1.0,http://i.imgur.com/0P2K5gE.png
4044,Untersiggenthal,7219.0,686.0,14,9,9.502701205153068,14.0,2.0,http://i.imgur.com/jBMixKU.png
4120,Veltheim,1512.0,89.0,0-3,6,5.886243386243386,0.0,0.0,http://i.imgur.com/FtvKIDE.png
4121,Villigen,2147.0,183.0,0-3,0-3,8.523521192361434,0.0,0.0,http://i.imgur.com/eE28poK.png
4080,Villmergen,7597.0,595.0,22,13,7.832038962748452,22.0,2.0,http://i.imgur.com/A2GyHF4.png
4122,Villnachern,1665.0,111.0,6,0-3,6.666666666666667,6.0,1.0,http://i.imgur.com/GZXQi5c.png
4287,Vordemwald,1965.0,199.0,20,6,10.127226463104327,20.0,2.0,http://i.imgur.com/vl3uVMt.png
4261,Wallbach,1983.0,131.0,10,12,6.606152294503278,10.0,1.0,http://i.imgur.com/FNtG3ZP.png
4240,Waltenschwil,2991.0,255.0,14,10,8.525576730190572,14.0,2.0,http://i.imgur.com/b4SUG3R.png
4262,Wegenstetten,1031.0,88.0,0-3,0-3,8.535402521823473,0.0,0.0,http://i.imgur.com/zXwaQpI.png
4045,Wettingen,21106.0,2170.0,82,54,10.281436558324646,82.0,4.0,http://i.imgur.com/bZt880G.png
4081,Widen,3818.0,381.0,16,17,9.97904662126768,16.0,2.0,http://i.imgur.com/vcitIcK.png
4288,Wiliberg,173.0,,,,,,,http://i.imgur.com/5dd7Hhd.png
4123,Windisch,7668.0,758.0,24,15,9.885237350026083,24.0,2.0,http://i.imgur.com/rEkQqqO.png
4322,Wislikofen,357.0,,,,,,,http://i.imgur.com/aTJL5Ed.png
4181,Wittnau,1349.0,129.0,6,0-3,9.562638991845812,6.0,1.0,http://i.imgur.com/MAHyAYx.png
4082,Wohlen,16661.0,1794.0,37,35,10.767661004741612,37.0,3.0,http://i.imgur.com/toO1BXR.png
4046,Wohlenschwil,1635.0,160.0,4,9,9.785932721712538,4.0,1.0,http://i.imgur.com/o0QVJBn.png
4182,Wölflinswil,1033.0,96.0,0-3,0-3,9.293320425943854,0.0,0.0,http://i.imgur.com/vV3lkT2.png
4047,Würenlingen,4788.0,540.0,33,25,11.278195488721805,33.0,3.0,http://i.imgur.com/MCG8Kel.png
4048,Würenlos,6482.0,575.0,27,16,8.870718913915459,27.0,2.0,http://i.imgur.com/BeciNc5.png
4183,Zeihen,1162.0,82.0,6,5,7.056798623063683,6.0,1.0,http://i.imgur.com/DRqKcvq.png
4263,Zeiningen,2392.0,193.0,16,15,8.068561872909699,16.0,2.0,http://i.imgur.com/NDqPy8c.png
4147,Zetzwil,1344.0,138.0,10,4,10.267857142857142,10.0,1.0,http://i.imgur.com/HQ60iSU.png
4289,Zofingen,11909.0,983.0,50,43,8.254261482912083,50.0,3.0,http://i.imgur.com/Qf7Qf0z.png
4083,Zufikon,4503.0,351.0,8,7,7.794803464357095,8.0,1.0,http://i.imgur.com/LxfskzN.png
4264,Zuzgen,868.0,65.0,0-3,0-3,7.4884792626728105,0.0,0.0,http://i.imgur.com/SNdgB4O.png
